complaint_id,complaint_url,capture_method,location,city,resolution_status,complaint_type,received_date,business_area,organization,unit_name,region,regulated_entity,p5_no,jurisdictional,regulated,complaint_description_type,complaint_description,resolution_description,complaint_comments,update_notes,close_date,explanation_type,explanation,referral_type,referred_to,inspection_packages_link,inspection_documents_link
0000001100,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP4JAAU/complaint0000001100,Telephonic,"12698 FM 365 Beaumont, Tx",Beaumont,Closed,PL,2015-09-03,Pipeline Safety,,,05-Houston,,,True,Yes,Other,Complainant needs to dig a line and know that there is an abandoned service line in the area.,,,,2015-09-03,Other,Abandoned line was not marked during an 811 dig ticket,Headquarters,PLS and Damage Prevention,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP4JAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP4JAAU/Inspection_Documents__r
0000000658,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOxBAAU/complaint0000000658,Telephonic,509 CR 301,Gorman,Closed,PL,2013-04-11,Pipeline Safety,,,06-Fort Worth,,,False,No,Fumes/Odor,Recent gas leak in creek,,,,2013-04-15,Gas Leak,GAS LEAK,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOxBAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOxBAAU/Inspection_Documents__r
0000001751,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPEoAAM/complaint0000001751,Telephonic,30.719769 -100.118283,Fort McKavitt,Closed,PL,2020-02-20,Pipeline Safety,,,02-Midland,,,False,No,R-O-W Maintenance,Mr. Justin Contreras has reported that he is having land cleared and the pipeline signs are not visible on across his and his neighbor's ranch due to overgrowth of the ROW. Mr. Contreras understands the RRC has no jurisdiction over ROW maintenance but believe this is more of a safety issue as the crews clearing the land do not know where bounds of the ROW are. Mr. Contreras stated that markings by 811 will not be visible in the heavy underbrush.,,,,2020-02-26,Weeds/Brush On R-O-W,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPEoAAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPEoAAM/Inspection_Documents__r
0000000834,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP01AAE/complaint0000000834,Telephonic,Sweet Clover Dr./Winter Stein,Austin,Closed,PL,2012-09-04,Pipeline Safety,,,04-Austin,,,False,No,Neglect,NEGLECT,,,,2017-06-19,Other,PROPERTY FULL OF DEAD BRUSH AND TREES,Closed,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP01AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP01AAE/Inspection_Documents__r
0000002057,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mmYPAAY/complaint0000002057,Telephonic,"29.049397, -97.808487",Harmony,Closed,SAFETY-PL,2021-11-16,Pipeline Safety,MAGNOLIA OIL & GAS OPERATING LLC,,07-Corpus Christi,,,False,Yes,Exposed Pipeline,"On November 16, 2021 at 05:21 p.m. RRC Statewide on-call inspector Aaron Terrones received a notification from the answering service on regards to a complaint about a exposed line in Harmony , TX. Field Owner Ms. Angela was concerned about a exposed line since they are going to have a bulldozer operating their field . The coordinates associated with this exposed line is 29.049397, -97.808487. Lease name shown for this site is called Moczygemba unit operated by Magnolia Oil & Gas Operating LLC. Inspector reached out the Operator, and confirmed that the line pertains to them and that the exposed line is a abandoned flow line. Operator personnel Mr. Bob hill, Regulatory Manager have spoken with the complainant and mentioned that they will be there tomorrow before they do any dirt work. there are no fire, injuries, or fatalities associated with this complaint.","On November 17, 2021 at 7:40 a.m., RRC Inspector Jonathan Sauceda received a notification of a complaint from the RRC Accident Coordinator. Inspector Sauceda proceeded to contact Mrs. Angela Villarreal who confirmed that the complaint was pertaining to an exposed flow line located in Karnes County at GPS coordinates 29.049397, -97.808487. The complaint also identified Magnolia Oil and Gas Operating LLC as the operator of the facility. On November 17, 2021 RRC Inspector also contacted Mr. Bob Hill with Magnolia Oil and Gas Operating LLC who stated that Mr. Ramon Clifton representative for Magnolia Oil and Gas Operating LLC would be meeting with the complainant Mrs. Villarreal on November 18, 2021 to verify the specific location and asset in question. On November 18, 2021, Inspector Jonathan Sauceda contacted Mr. Clifton pertaining to the meeting that was held with Mrs. Villarreal. Mr. Clifton stated that he verified the exposed pipe which was determined to be an abandoned flow line associated with a well that had been plugged and abandoned. The line connects the well to a tank battery facility within the lease. He also stated the company would be inspecting and removing the flow line in question. On November 19, 2021, RRC Inspector Jonathan Sauceda contacted Mr. Matt Clardy an Engineering Specialist with the RRC Oil and Gas Division to inform him of the exposed pipe. Mr. Clardy informed Inspector Sauceda that they would be contacting Mrs. Villarreal to investigate the complaint. RRC Inspector Jonathan Sauceda contacted Mrs. Angela Villarreal to inform her that the complaint had been forwarded to the RRC Oil and Gas Division.","On November 17, 2021 at 7:40 a.m., RRC Inspector Jonathan Sauceda received a notification of a complaint from the RRC Accident Coordinator. Inspector Sauceda proceeded to contact Mrs. Angela Villarreal who confirmed that the complaint was pertaining to an exposed flow line located in Karnes County at GPS coordinates 29.049397, -97.808487. The complaint also identified Magnolia Oil and Gas Operating LLC as the operator of the facility. On November 17, 2021 RRC Inspector also contacted Mr. Bob Hill with Magnolia Oil and Gas Operating LLC who stated that Mr. Ramon Clifton representative for Magnolia Oil and Gas Operating LLC would be meeting with the complainant Mrs. Villarreal on November 18, 2021 to verify the specific location and asset in question. On November 18, 2021, Inspector Jonathan Sauceda contacted Mr. Clifton pertaining to the meeting that was held with Mrs. Villarreal. Mr. Clifton stated that he verified the exposed pipe which was determined to be an abandoned flow line associated with a well that had been plugged and abandoned. The line connects the well to a tank battery facility within the lease. He also stated the company would be inspecting and removing the flow line in question. On November 19, 2021, RRC Inspector Jonathan Sauceda contacted Mr. Matt Clardy an Engineering Specialist with the RRC Oil and Gas Division to inform him of the exposed pipe. Mr. Clardy informed Inspector Sauceda that they would be contacting Mrs. Villarreal to investigate the complaint. RRC Inspector Jonathan Sauceda contacted Mrs. Angela Villarreal to inform her that the complaint had been forwarded to the RRC Oil and Gas Division.",,2021-11-19,Other,Exposed Flow Line,Other,Oil and Gas Division,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mmYPAAY/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mmYPAAY/Inspection_Documents__r
0000001420,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP9TAAU/complaint0000001420,Telephonic,29.524384 -95.078495,League City,Closed,PL,2017-08-29,Pipeline Safety,,,05-Houston,,,True,Yes,Leaking Material,Steph McDougal has reported a large oily sheen across Robinson Bayou outside of League City.,,,,2018-04-12,Hazmat Leak,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP9TAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP9TAAU/Inspection_Documents__r
0000001939,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPHqAAM/complaint0000001939,Email,124 N. Cotton Square,Lufkin,Closed,PL,2020-10-28,Pipeline Safety,"ONEOK NGL PIPELINE, L.L.C.",,03-Kilgore,,,False,No,R-O-W Maintenance,Mr. Jose Villarreal has reported that after a pipeline was constructed across his property the grass that was planted has died and erosion is happening. Mr. Villarreal is concerned as OneOk is not going to check on the property until after April.,,,,2020-10-29,Weeds/Brush On R-O-W,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPHqAAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPHqAAM/Inspection_Documents__r
0000000385,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOsmAAE/complaint0000000385,Letter,1110 BOB WHITE LOOP,UVALDE,Closed,TDP,2008-02-15,Pipeline Safety,,,04-Austin,,,False,No,Other,ALLEGED UNDERGROUND RULES VIOLATION,,,,2017-06-15,Other,ALLEGED UNDERGROUND RULES VIOLATION,Headquarters,HEADQUARTERS,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOsmAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOsmAAE/Inspection_Documents__r
0000001358,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP8TAAU/complaint0000001358,Email,Near 15653 CR 2132,Tatum,Closed,PL,2016-01-28,Pipeline Safety,,,03-Kilgore,,,True,Yes,Fumes/Odor,,,,,2016-01-29,Other,"Complainant smells a strong, rotten egg odor coming from an Enbridge Pipeline facility. A loud venting noise and odor started today at approx. 3 pm",Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP8TAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP8TAAU/Inspection_Documents__r
0000000323,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOrmAAE/complaint0000000323,Telephonic,560 PRIVATE RD 4023-A,DAYTON,Closed,PL,2007-11-05,Pipeline Safety,,,05-Houston,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2007-11-05,Other,THIRD PARTY DIGGING NEAR PIPELINE/IMPROPER BACKFILLING,Other,FIELD/DOT,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOrmAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOrmAAE/Inspection_Documents__r
0000000127,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOocAAE/complaint0000000127,Telephonic,5567 FM 2633,Santa Anna,Closed,PL,2005-01-28,Pipeline Safety,,,06-Fort Worth,,,True,Yes,Leaking Material,LEAKING MATERIAL,,,,2005-01-31,Gas Leak,GAS LEAK,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOocAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOocAAE/Inspection_Documents__r
0000000065,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOncAAE/complaint0000000065,Telephonic,production facility,Bloominton,Closed,PL,2005-09-12,Pipeline Safety,,,07-Corpus Christi,,,False,No,Leaking Material,LEAKING MATERIAL,,,,2005-09-12,Other,saltwater/condensate line from heater treater,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOncAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOncAAE/Inspection_Documents__r
0000000686,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOxdAAE/complaint0000000686,Telephonic,Fort Bend county,Houston,Closed,PL,2011-04-15,Pipeline Safety,,,05-Houston,,,False,Yes,Other,"Operator of pipe on Complainants property cannot be located. No information of operator is in Austin Headquarters Mapping Department, or in the Permitting Department of the Railroad Commission Of Texas (RRC). Mr. Morello would like to remove the pipe, but wants to make sure it is not active before attempting removal and causing a safety hazard. Jurisdictional status is not known at this time.",,,,2011-05-27,Other,"Would like to remove the pipe, but wants to make sure it is not active.",Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOxdAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOxdAAE/Inspection_Documents__r
0000001636,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPCxAAM/complaint0000001636,Email,5914 FM 565 S.,Cove,Closed,PL,2018-03-02,Pipeline Safety,COMPANY FOR NJ GAS,CO FOR NJ GAS UNT,05-Houston,SYSTEM FOR NJ GAS INVESTIGATIONS,,True,Yes,Leaking Material,"Curtis Revils has reported that on Monday at approximately 10:23, he heard a loud pop coming from a pumping station near his home operated by Texas Eastern. He then witnessed substance spraying approximately 100 feet in the air covering his property. He has contacted Texas Eastern and they told him they were sending a crew out to clean up the area. He requested they inform him of what the chemical/substance is that was released but they have not accommodated him with that request. Meanwhile, he and his wife are experiencing headaches and are worried about their water well.",,,,2018-03-05,Hazmat Leak,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPCxAAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPCxAAM/Inspection_Documents__r
0000001455,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPA2AAM/complaint0000001455,Telephonic,2376 Rocky Glen Rd,Dallas,Closed,PL,2019-09-04,Pipeline Safety,,,06-Fort Worth,,,True,Yes,Safety Hazard,Ms. Maudie Whatley reported that on 1/14/18 Atmos Energy replaced her meter and relit her furnace but did not light the pilot light causing an explosion at her home in Dallas. Ms. Whatley stated that Atmos has denied responsibility and she would like the RRC's assistance as she was hurt in the incident.,,,,2019-09-27,Gas Leak,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPA2AAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPA2AAM/Inspection_Documents__r
0000001128,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP4lAAE/complaint0000001128,Telephonic,2607 Pico Meadow,Spring,Closed,SAFETY-PL,2015-09-14,Pipeline Safety,,,05-Houston,,,True,Yes,Safety Hazard,hole in the side yard,,,,2017-06-20,Other,The complainant stated that he had a hole in his side yard near the natural gas meter for his house. Complainant is unsure if it is associated with the gas line,Field,Region 5,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP4lAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP4lAAE/Inspection_Documents__r
0000001574,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPBxAAM/complaint0000001574,Telephonic,2382 Charlotte Rd,Orange,Closed,PL,2019-03-12,Pipeline Safety,,,05-Houston,,,True,Yes,Safety Hazard,Concern for safety with potential lack of locate ticket for excavation.,,,,2019-03-16,Other,"Mr. LeBlanc is concerned about the safety of excavation work being done by Orange County Public Works with potentially no locate ticket for several pipelines in the vicinity. Operators included may be Centana, Enterprise, and Texas Eastern.",Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPBxAAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPBxAAM/Inspection_Documents__r
0000001190,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP5lAAE/complaint0000001190,Telephonic,"4425 FM 576, Moran, TX",Moran,Closed,PL,2016-11-15,Pipeline Safety,"DAVIS GAS PROCESSING, INC.",,06-Fort Worth,,,True,Yes,Leaking Material,,,,,2016-12-01,Gas Leak,,Field,Forth Worth Field Office,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP5lAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP5lAAE/Inspection_Documents__r
0000000748,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOydAAE/complaint0000000748,Telephonic,Intersection of Southlake Blvd. & Bank St.,"Southlake, Tx 76092",Closed,PL,2011-11-10,Pipeline Safety,,,06-Fort Worth,,,True,Yes,Safety Hazard,SAFETY HAZARD,,,,2011-11-14,Other,Operator reported a third party damage that resulted in an uncontrollable releas,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOydAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOydAAE/Inspection_Documents__r
0000001718,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPEHAA2/complaint0000001718,Telephonic,4717 W. Hwy 21,Bryan,Closed,PL,2019-12-05,Pipeline Safety,,,04-Austin,,,False,No,Safety Hazard,There are no damages; the complainant (landowner) needs someone to come to the site and check pipe that is in the path of a construction company that is digging on the site. There is a concern as to whether the pipe is active.,,,,2019-12-06,Other,Possible safety issue,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPEHAA2/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPEHAA2/Inspection_Documents__r
0000001656,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPDHAA2/complaint0000001656,Other Agency,1485 Old Altair Road,Eagle Lake,Closed,SAFETY-PL,2016-03-08,Pipeline Safety,,,05-Houston,,,True,Yes,Fumes/Odor,,,,,2016-03-09,Other,Complainant has smelled gas since the installation of a waterline by the City of Eagle Lake,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPDHAA2/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPDHAA2/Inspection_Documents__r
0000000295,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOrKAAU/complaint0000000295,Email,8332 CR 1224A,Rio Vista,Closed,PL,2007-06-25,Pipeline Safety,,,06-Fort Worth,,,False,No,R-O-W Maintenance,R-O-W MAINTENANCE,,,,2007-07-09,Other,P/L ROW 12 feet from residence,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOrKAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOrKAAU/Inspection_Documents__r
0000000460,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOtzAAE/complaint0000000460,Telephonic,1966 MIMS,FORT WORTH TEXAS,Closed,PL,2010-03-10,Pipeline Safety,,,06-Fort Worth,,,True,Yes,Fumes/Odor,FUMES/ODOR,,,,2010-03-10,Gas Leak,GAS LEAK,Other,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOtzAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOtzAAE/Inspection_Documents__r
0000000523,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOv0AAE/complaint0000000523,Email,Gardendale,Gardendale Texas,Closed,PL,2010-10-18,Pipeline Safety,,,02-Midland,,,True,Yes,Unsafe Operations,UNSAFE OPERATIONS,,,,2010-10-18,Other,Witness Company pulling plastic line down highway behind backhoe,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOv0AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOv0AAE/Inspection_Documents__r
0000001382,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP8rAAE/complaint0000001382,Email,22800-3 County Road 332,Angleton,Closed,PL,2019-02-20,Pipeline Safety,,,05-Houston,,,False,No,Safety Hazard,Mr. Woodard has a pipeline on his property located in Brazoria County that he would like to speak to an inspector about,,,,2019-07-09,Other,Possible safety issue,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP8rAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP8rAAE/Inspection_Documents__r
0000000357,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOsKAAU/complaint0000000357,Telephonic,4525 Fordham,Garland,Closed,PL,2008-01-23,Pipeline Safety,,,06-Fort Worth,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2008-01-24,Other,wants riser checked for coupling,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOsKAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOsKAAU/Inspection_Documents__r
0000001444,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP9rAAE/complaint0000001444,Telephonic,Hwy 36 bridge at the Brazos River,Freeport,Closed,PL,2020-03-17,Pipeline Safety,,,05-Houston,,,True,Yes,Leaking Material,The USCG has reported that a pipeline is leaking into the Brazos River at the Hwy 36 bridge in Brazoria Co. There are multiple pipeline operators in the crossing area so the exact source is unknown. The pipelines in the crossing are a mix of interstate and intrastate.,,,,2020-03-19,Hazmat Leak,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP9rAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP9rAAE/Inspection_Documents__r
0000000522,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOuzAAE/complaint0000000522,Fax,Hill County,Hillsboro,Closed,PL,2010-10-22,Pipeline Safety,,,06-Fort Worth,,,True,Yes,Other,": Hill County, The complainant alleged a gas leak in the gas main at 1055 Park Drive, Hillboro (Hill County), Texas. This morning they called the fire department upon smelling a strong as odor. The fire department and the gas company responded. The complainant is concerned due to the fire department and the gas company stating that the leak was not bad enough for them to do this.",,,,2010-10-22,Other,Alleged a gas leak in the gas main at 1055 Park Drive,Field,Jose Cordoza,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOuzAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOuzAAE/Inspection_Documents__r
0000000585,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOw0AAE/complaint0000000585,Telephonic,56 Tim Donald Rd. at a Gas Transmission Site,Dish,Closed,PL,2009-12-08,Pipeline Safety,,,05-Houston,,,False,No,Fumes/Odor,FUMES/ODOR,,,,2009-12-08,Other,Fumes/Smell,Other,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOw0AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOw0AAE/Inspection_Documents__r
0000000041,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOnEAAU/complaint0000000041,Telephonic,Fm 1682,Leesville,Closed,PL,2005-01-04,Pipeline Safety,,,04-Austin,,,False,No,Exposed Pipeline,EXPOSED PIPELINE,,,,2005-02-18,Other,Abandoned Line,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOnEAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOnEAAU/Inspection_Documents__r
0000000103,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOoEAAU/complaint0000000103,Telephonic,FM 1006,ORANGE,Closed,RR,2004-12-08,Pipeline Safety,,,,,,False,No,Rr Crossing,RR CROSSING,,,,2004-12-08,Rough Crossing,ROUGH CROSSING,NA,NA,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOoEAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOoEAAU/Inspection_Documents__r
0000001918,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPHVAA2/complaint0000001918,Telephonic,27.8770 -97.5363,Corpus Christi,Closed,SAFETY-PL,2020-08-24,Pipeline Safety,,,,,,True,Yes,Other,Riser on property has been leaking for 3-4 months. No one has identified the line after 811 call. No line shows up in RRC GIS viewer. Requests an inspector come look at the line to try and identify it.,,,,,Other,Potential safety hazard...potential operation without a permit,,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPHVAA2/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPHVAA2/Inspection_Documents__r
0000000084,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOnvAAE/complaint0000000084,Telephonic,3119/3209 Argento Place,Cedar Park,Closed,PL,2005-11-04,Pipeline Safety,,,04-Austin,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2005-11-08,Other,PL Depth of Cover,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOnvAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOnvAAE/Inspection_Documents__r
0000000146,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOovAAE/complaint0000000146,Telephonic,,Lewisville,Closed,RR,2004-09-01,Pipeline Safety,,,,,,False,No,Other,DRAINAGE PROBLEM,,,,2004-09-01,Other,,Closed,CLOSED,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOovAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOovAAE/Inspection_Documents__r
0000000417,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOtIAAU/complaint0000000417,Telephonic,CR 1100,Rivera,Closed,PL,2008-03-04,Pipeline Safety,,,07-Corpus Christi,,,False,No,Other,pipeline locate request,,,,2008-03-04,Other,rural production flow line,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOtIAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOtIAAU/Inspection_Documents__r
0000001339,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP8AAAU/complaint0000001339,Telephonic,2403 Havenwood Dr,Arlington,Closed,PL,2019-07-08,Pipeline Safety,,,06-Fort Worth,,,True,Yes,Fumes/Odor,Mrs. Jane Lynn of Arlington has reported that there is a strong smell of gas at her neighborhood and people are shooting fireworks. Mrs. Lynn stated that Atmos Energy has a metering station south of her home.,,,,2019-07-10,Gas Leak,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP8AAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP8AAAU/Inspection_Documents__r
0000000334,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOrxAAE/complaint0000000334,Telephonic,FM 920 and CR 1902,Not Given,Closed,PL,2007-12-02,Pipeline Safety,,,06-Fort Worth,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2007-12-04,Other,leak on land farm,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOrxAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOrxAAE/Inspection_Documents__r
0000000153,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOp2AAE/complaint0000000153,Telephonic,,Dallas,Closed,RR,2004-09-15,Pipeline Safety,,,,,,False,No,R-O-W Maintenance,R-O-W MAINTENANCE,,,,2004-09-15,Other,Trees on ROW,Closed,CLOSED,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOp2AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOp2AAE/Inspection_Documents__r
0000001401,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP9AAAU/complaint0000001401,Telephonic,465 Norris Rd,Kilgore,Closed,PL,2019-08-14,Pipeline Safety,BUFFCO PRODUCTION INC.,,03-Kilgore,,,False,Yes,Exposed Pipeline,Mrs. Emily Willis of Kilgore has reported an exposed pipeline on her property and she is concerned about the unsafe condition. Mrs. Willis has tried contacting the pipeline operators with no results and would like an inspector to assist her with this issue.,,,,2019-08-16,Other,Exposed pipeline,Field,Joshua Snowdy,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP9AAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP9AAAU/Inspection_Documents__r
0000000479,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOuIAAU/complaint0000000479,Email,2881 CR 2880,Austin TX,Closed,PL,2010-05-28,Pipeline Safety,,,,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2010-05-28,Other,A live 480 power cable approx. 600 feet long that was lying on ground.,Other Agency,OTHER AGENCY,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOuIAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOuIAAU/Inspection_Documents__r
0000000396,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOsxAAE/complaint0000000396,Letter,COLLIN STREET,ARLINGTON,Closed,TDP,2008-02-27,Pipeline Safety,,,04-Austin,,,False,No,Other,SECOND NOTICE,,,,2017-06-15,Other,SECOND NOTICE,Headquarters,HEADQUARTERS,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOsxAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOsxAAE/Inspection_Documents__r
